t_us,prototype_id,quality_coefficient,score_before_quality,final_score,threshold,baseline_ready,evidence,no_match_reason,raw_score,evidence_score,state_score,temporal_ready,observation_minutes,observed_span_minutes,coverage_ratio,persistence_ratio,stability_score,input_present_hr_bpm,raw_hr_bpm,baseline_median_hr_bpm,baseline_scale_hr_bpm,z_hr_bpm,input_present_rmssd_ms,raw_rmssd_ms,baseline_median_rmssd_ms,baseline_scale_rmssd_ms,z_rmssd_ms,input_present_total_power_ms2,raw_total_power_ms2,baseline_median_total_power_ms2,baseline_scale_total_power_ms2,z_total_power_ms2,input_present_vlf_ms2,raw_vlf_ms2,baseline_median_vlf_ms2,baseline_scale_vlf_ms2,z_vlf_ms2,input_present_lf_ms2,raw_lf_ms2,baseline_median_lf_ms2,baseline_scale_lf_ms2,z_lf_ms2,input_present_hf_ms2,raw_hf_ms2,baseline_median_hf_ms2,baseline_scale_hf_ms2,z_hf_ms2,input_present_lf_nu,raw_lf_nu,baseline_median_lf_nu,baseline_scale_lf_nu,z_lf_nu,input_present_hf_nu,raw_hf_nu,baseline_median_hf_nu,baseline_scale_hf_nu,z_hf_nu,input_present_lf_hf,raw_lf_hf,baseline_median_lf_hf,baseline_scale_lf_hf,z_lf_hf,input_present_median_frequency_hz,raw_median_frequency_hz,baseline_median_median_frequency_hz,baseline_scale_median_frequency_hz,z_median_frequency_hz,input_present_resonance_share,raw_resonance_share,baseline_median_resonance_share,baseline_scale_resonance_share,z_resonance_share,input_present_lf_peak_frequency_hz,raw_lf_peak_frequency_hz,baseline_median_lf_peak_frequency_hz,baseline_scale_lf_peak_frequency_hz,z_lf_peak_frequency_hz,input_present_lf_peak_prominence_ratio,raw_lf_peak_prominence_ratio,baseline_median_lf_peak_prominence_ratio,baseline_scale_lf_peak_prominence_ratio,z_lf_peak_prominence_ratio
0,SLOW_RECOVERY_VLF,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,20.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0,INWARD_QUIET,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,8.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67552213920,RESONANCE_0P1,0.000000,0.000000,0.000000,0.700000,0,持续观察 0.0/4.0 分钟 | 有效覆盖 0%,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,5.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67552213920,PHASED_VIPASSANA,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,24.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67552213920,AROUSAL_MEDITATION,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,8.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67552213920,TRAINED_VIPASSANA_SHIFT,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,10.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67552213920,SLOW_RECOVERY_VLF,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,20.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67552213920,INWARD_QUIET,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,8.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67572885916,RESONANCE_0P1,0.000000,0.000000,0.000000,0.700000,0,持续观察 0.0/4.0 分钟 | 有效覆盖 0%,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,5.000000,0.000000,0.000000,0.000000,0.000000,1,91.463554,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67572885916,PHASED_VIPASSANA,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,24.000000,0.000000,0.000000,0.000000,0.000000,1,91.463554,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67572885916,AROUSAL_MEDITATION,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,8.000000,0.000000,0.000000,0.000000,0.000000,1,91.463554,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67572885916,TRAINED_VIPASSANA_SHIFT,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,10.000000,0.000000,0.000000,0.000000,0.000000,1,91.463554,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67572885916,SLOW_RECOVERY_VLF,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,20.000000,0.000000,0.000000,0.000000,0.000000,1,91.463554,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67572885916,INWARD_QUIET,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,8.000000,0.000000,0.000000,0.000000,0.000000,1,91.463554,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67593325916,RESONANCE_0P1,0.000000,0.000000,0.000000,0.700000,0,持续观察 0.0/4.0 分钟 | 有效覆盖 0%,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,5.000000,0.000000,0.000000,0.000000,0.000000,1,86.207392,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67593325916,PHASED_VIPASSANA,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,24.000000,0.000000,0.000000,0.000000,0.000000,1,86.207392,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67593325916,AROUSAL_MEDITATION,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,8.000000,0.000000,0.000000,0.000000,0.000000,1,86.207392,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67593325916,TRAINED_VIPASSANA_SHIFT,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,10.000000,0.000000,0.000000,0.000000,0.000000,1,86.207392,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67593325916,SLOW_RECOVERY_VLF,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,20.000000,0.000000,0.000000,0.000000,0.000000,1,86.207392,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
67593325916,INWARD_QUIET,0.000000,0.000000,0.000000,0.700000,0,长期个人参照仍在建立,NO_MATCH: BASELINE_NOT_READY,0.000000,0.000000,0.000000,0,8.000000,0.000000,0.000000,0.000000,0.000000,1,86.207392,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
